competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,13db58a4b35dbe13,2025-09-24T00:00:00,,,"So to start I have a few health conditions that limit what I can use (can’t use rogaine because it interacts with blood pressure) and one health condition means I take a medication to prevent migraines called carbamazepine (aka tegretol). I noticed my hair was looking less dense after the five years of being on it and hair thinning can be a side effect so I thought to try this. I did a tiny section above my ear as a patch test and within 10 minutes I got it tingling on that side of my face like to be expected, but it triggered the nerve pain I get in my face only on that side (at first). If you take blood pressure meds and have ever tried the medication Midodrine the tingling feels like that (before it flared my nerve pain). Pretty unpleasant. I did have an allergic reaction to it which NEVER has happened to me before and had to wash it off after an hour and a half on, along with taking a Benadryl because my throat felt weird. I get Botox for muscle spasms and once it made my throat numb for like 3 weeks and it feels exactly like that which is scary. And now I’m going to take a second Benadryl and stay up to monitor myself just in case it gets worse because even though I washed it off, I’m still having mild chest tightness but thankfully it’s improving and I live five minutes from the hospital in Canada and have an EpiPen at home in case I need it because my mom has many allergies. I am positive it was triggered by this because throat immediately improved after shower, still have nerve pain and now a NASTY headache with tmj pain though :( Maybe if you didn’t have an allergic reaction to it it wouldn’t flare your nerve pain and tmj, but it was the initial tingling that set it off and I wouldn’t risk it if you deal with that too. Thankfully I’ll be fine but the nerve pain? No thanks",Treenahhh,False,False,11,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ce72a63ae4baf6f2,2025-09-21T00:00:00,,Grew my moms hair back,Bought this for my mom and it definitly helped grow her hair back thicker!,harusskincare,True,True,1,"{""hair_color"": ""Brown""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,62f7db77c1a3da4a,2025-09-19T00:00:00,,Consistency is key,"Consistency seems to be key with this product. While I haven’t seen a major difference in my hair density, it’s enough that I’ll continue to use it. At this price point it’s worth it.",Essrod,False,False,0,"{""hair_color"": ""Brown""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,adfd9c7201d50b7f,2025-09-17T00:00:00,,Give it a try,After using this product for past few weeks it made my hair dry . I’m noticing a difference in my hair . It’s expensive,pujasha,False,True,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e73158baced9325f,2025-09-13T00:00:00,,it's a skip,"I'm in my early 30s and bought this product to promotes hair growth by the hair line. Used the whole bottle, but I dont see any visible differences. My scalp is less dry, but that's about it. Rosemary oil is doing a better job.",Helenfok,False,True,8,"{""hair_color"": ""Black""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,fdcb84992ab9fc02,2025-09-05T00:00:00,,greasy,"wanted to like this and pretend it was working but it wasn't. makes my hair so greasy and oily, even if I put it on fresh wash dry hair. did nothing to my hair",nn7717,False,True,4,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1cfc0afedacc240b,2025-09-02T00:00:00,,,"I started ordinary Multi-peptide Hair density serum about 2 yrs ago. Just a few drops on your scalp at night. With regular use, I have noticed my hair looks fuller, stronger, and less thin over time. It won’t work overnight, and results can take a couple of months, but it can really help improve hair density if you stay consistent. The dropper makes it simple to apply, and it doesn’t leave your hair sticky.",miaii2,False,False,8,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2beb4532dc545030,2025-08-31T00:00:00,,So worth it,I got a baby hair growth around my hairline which was nice. I feel like I lost hair above my forehead closer to the crown. Wont buy it again,Kalyse,True,True,5,"{""hair_color"": ""Black""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6d7ec9b1c3a0d463,2025-08-31T00:00:00,,Everyday lightweight serum for scalp,"Amazing product! It stopped my hair loss and I got lots of new growth. It does make my hair a bit greasy, so I use it on clean hair, but overall I love the results my hair feels fuller and healthier. I’ve been using it for 8 months",Linamariagudelo,False,False,5,"{""hair_color"": ""Blonde""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,582c97e5af01ac64,2025-08-31T00:00:00,,Meh,This is not greasy so you can use it everyday. I like to put it in the the evening and especially after I wash my hair. It absorbs so nicely into the scalp. I’m on my 4th bottle and have noticed lot of baby hair growth,pen11,False,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,feb71a14f87ec1b9,2025-08-14T00:00:00,,not too sure about this,"I find that this serum helps my frizzy hair. I noticed that it helped make my hair slightly thicker, but there were no drastic changes. I think for the price there are better options out there",Ashleigh1111,False,True,3,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,20fa149a536d10cf,2025-08-04T00:00:00,,Watch out for pimples,"honestly can’t tell if this is working on my actual hair. i’ve used the lash and brow serum for a long time , and they seemed to have been working so i decided to try out this hair serum. i had my highlights done in early june, and my hair has grown a significant amount however i focus the oil on my hairline , and haven’t really noticed it becoming any fuller.",mvrissarr,False,False,7,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,319a582c4698ec0c,2025-07-30T00:00:00,,,Had to stop using this product after about a month. Used this along my hairline and noticed I was breaking out wherever I put the product along my hairline and all across my forehead as the product spreads throughout the night. I did not notice any hair growth during this time. It doesn’t necessarily make your hair greasy but you have to be careful how much you use because it can make your hair look not so fresh. Really disappointing that a “side effect” of this product is pimples.,lildo,False,False,6,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ec609147fd91fe54,2025-07-29T00:00:00,,Tames and Nourishes My Thick Hair,"I have thick hair, and this hair serum has been a total game changer. It smooths out frizz, adds shine, and makes my hair so much easier to manage without feeling heavy or greasy. A little goes a long way, and my hair feels softer and healthier every time I use it. It’s perfect for keeping my thick hair looking polished and nourished.",Elizab33th,True,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1c49fa82a85d1b9f,2025-07-25T00:00:00,,Not for sensitive skin,"I have sensitive skin and fine, thin hair that sheds easily. This product almost immediately made my scalp itch and I had increased hair loss after just three days. I’m not sure what the actual ingredients are in this product because they’re listed as “proprietary”, but they don’t seem to work well with sensitive skin. I wouldn’t recommend this if you have skin issues.",CommentsGoHere,False,False,6,"{""eye_color"": ""Green"", ""hair_color"": ""Red"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6c4823d99fb339cf,2025-07-22T00:00:00,,Don't Recommend,"I bought this product for my mom a couple months ago, she used this product consistently on her hair yet it didn't do anything, I spent money for nothing, When buying this please understand that everyone has different hair types and what works for others may not work for you or if people see results it's probably because they are using other products, I don't recommend you buy this product however if you really want to please make sure to research more to make sure it fits your needs.",Emy080,False,True,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6b124af48652b5cb,2025-07-22T00:00:00,,Baby hairs- dry texture,"I have mixed feelings about this serum. I see new hair growth, (lots of baby hairs) but at the same time my hair got super dry and frizzy while using this.",beubeu,False,True,4,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,26140be8f6944d0a,2025-07-19T00:00:00,,Excessive hair loss,"After seeing everyone hyping this product on how well it works with thickening your hair and preventing hair loss, I decided to give it a try and buy it. Worst mistake of my life, this serum literally MAKES your hair fall out even when you touch your hair. It's like clumps of hair, which is horrible since I never dealt with severe hair loss. I'll be sticking to Kerastase for anything related to hair serums :/",MochiTi,False,False,9,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6be1fcdad226f24d,2025-07-14T00:00:00,,,This serum saved my hair!! I had bald spots from hormonal imbalances and pcos and then i started using this with a derma stamp and it didnt disappoint !! I used several other serums and most of them were way more expensive than this one and the results were similar!! This was perfect for me price wise and acceptable results given its price range!!,minnie2899,False,False,1,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,28d5311c6443ea47,2025-07-10T00:00:00,,Hair density,This product really helps with my hair growth especially in the front. I’m really impressed with this and had bought multiple bottles.,Hejy,True,True,8,"{""eye_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,564233e5d00b4d69,2025-07-07T00:00:00,,Remarkable hair loss decrease,I didn’t see any change for a few weeks but after a month I saw a remarkable decrease in hair loss after each hair wash. Of course hair loss must be also treated with diet and hormonal balance but for the topical and budget part this is excellent.,Brightonfav,False,False,2,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,adc371231c95ef22,2025-07-05T00:00:00,,Side effects,I had side effects such as headache and dizziness so discontinue,jojifen,False,True,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
